matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
1112,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001112,1539.781887308288,1540,8432.079434167574,0.1826099836143559,4856227.706879996,1.8749999999999984,821.2170065644211,71248.19838240567,32182.31906070012,-76.69535366139878,37.287742465799575
1113,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001113,2644.5520170333,2645,8432.079434167574,0.3136298747752931,4856227.706879996,1.8749999999999984,1410.4277424177617,73451.88341136965,32182.31906070012,-76.67046739481988,37.28757469553027
1114,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001114,6790.071810667376,6790,8432.079434167574,0.805266585031608,66895056.40060702,25.828325672093023,262.8924498193047,-335781.9692049182,32811.75839760601,-81.29060499563586,37.23678727390607
1115,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001115,1247.922180019524,1248,8432.079434167574,0.1479969667936033,70093960.53263472,27.06342946243927,46.1110141917338,-440841.4379010685,32901.661520779446,-82.47482425165192,37.19470793376288
1116,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001116,707.7167960566915,708,8432.079434167574,0.0839314669153799,73015710.9774549,28.191523615906693,25.10388603677212,-317558.5157019623,33032.65022118574,-81.08516803333046,37.24503964790733
1117,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001117,530.7947350348436,531,8432.079434167574,0.0629494467146518,75136449.73489074,29.0103454278573,18.29673956674593,-379540.7941766951,33182.007765655064,-81.7841711000466,37.22366824456588
1118,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001118,2217.481102802363,2217,8432.079434167574,0.2629815243220933,76867466.0539418,29.678694565115112,74.71626145608275,-344109.1462425265,33239.02573199134,-81.3847033557892,37.23766287365418
1119,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001119,1669.8382115910642,1670,8432.079434167574,0.1980339754420153,77699643.31007996,29.999999999999982,55.661273719702166,-432293.8307358647,33284.16157518211,-82.37874787725498,37.2020773652528
1120,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001120,2612.406222185288,2612,8432.079434167574,0.3098175536154905,77699643.31007996,29.999999999999982,87.0802074061763,-423479.0906200088,33284.16157518211,-82.2794303026296,37.20604208721869
1121,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001121,1551.7944052699236,1552,8432.079434167574,0.1840346046767429,77699643.31007996,29.999999999999982,51.72648017566414,-414664.3505041529,33284.16157518211,-82.18010266531151,37.209925323115975
1122,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001122,1649.388661265487,1649,8432.079434167574,0.195608766988367,77699643.31007996,29.999999999999982,54.979622042182925,-405849.61038829695,33284.16157518211,-82.08076517278013,37.21372706110314
1123,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001123,2235.8285794255216,2236,8432.079434167574,0.265157437958392,77699643.31007996,29.999999999999982,74.5276193141841,-397034.87027244095,33284.16157518211,-81.98141803263906,37.21744728958663
1124,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001124,642.3312195546187,642,8432.079434167574,0.0761770835497389,77699643.31007996,29.999999999999982,21.41104065182063,-388220.13015658513,33284.16157518211,-81.88206145261341,37.221085997221046
1125,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001125,489.1092805632739,489,8432.079434167574,0.0580057724054824,77699643.31007996,29.999999999999982,16.303642685442473,-308887.4691138816,33284.16157518211,-80.98746176905966,37.25016417862152
1126,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001126,311.8504335965567,312,8432.079434167574,0.0369838111738973,77699643.31007996,29.999999999999982,10.39501445321856,-300072.7289980257,33284.16157518211,-80.88802223995982,37.25298710839468
1127,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001127,497.3034001437962,497,8432.079434167574,0.0589775516260765,77699643.31007996,29.999999999999982,16.576780004793214,-291257.98888216977,33284.16157518211,-80.78857556323284,37.25572840891156
1128,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001128,1104.1300299722209,1104,8432.079434167574,0.130943978717537,77699643.31007996,29.999999999999982,36.80433433240738,-282443.24876631383,33284.16157518211,-80.68912194785996,37.25838807180861
1129,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001129,1455.3476952863118,1455,8432.079434167574,0.1725965352495503,77699643.31007996,29.999999999999982,48.511589842877086,-273628.5086504579,33284.16157518211,-80.58966160291011,37.26096608897111
1130,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001130,3227.3749932643595,3227,8432.079434167574,0.3827495955726809,77699643.31007996,29.999999999999982,107.57916644214536,-264813.768534602,33284.16157518211,-80.49019473753737,37.26346245253325
1131,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001131,1025.2639125407538,1025,8432.079434167574,0.1215908745340192,77699643.31007996,29.999999999999982,34.17546375135848,-247184.2883028901,33284.16157518211,-80.29124228254892,37.26821018863794
1132,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001132,3818.166658936064,3818,8432.079434167574,0.452814360769005,77699643.31007996,29.999999999999982,127.2722219645355,-238369.54818703415,33284.16157518211,-80.19175711164303,37.27046154669359
1133,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001133,4775.755098568785,4776,8432.079434167574,0.5663792823413142,77699643.31007996,29.999999999999982,159.19183661895957,-203110.5877236104,33284.16157518211,-79.79376169367725,37.278650088214775
1134,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001134,2664.011757892982,2664,8432.079434167574,0.3159376970641616,77699643.31007996,29.999999999999982,88.8003919297661,-194295.8476077545,33284.16157518211,-79.69425020380777,37.28049296968445
1135,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001135,2296.3909033840714,2296,8432.079434167574,0.2723398090960672,77699643.31007996,29.999999999999982,76.54636344613574,-185481.10749189853,33284.16157518211,-79.59473407929588,37.282254137967946
1136,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001136,3018.310239401152,3018,8432.079434167574,0.3579556220937241,77699643.31007996,29.999999999999982,100.61034131337176,-176666.3673760426,33284.16157518211,-79.4952135300015,37.28393358769051
1137,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_001137,2380.0887688718344,2380,8432.079434167574,0.2822659330304091,77699643.31007996,29.999999999999982,79.33629229572786,-167851.62726018665,33284.16157518211,-79.39568876584055,37.2855313137266
